,Precio,Precio,Precio,Precio
AAAAJIIA,,759.8248630034946,,
AAAAJIJA,,754.8119753893029,,
AAAAJJAA,,1139.3702724132786,,
AAAAJJDA,,1418.2534545211765,,
AAAAJJIA,,672.5526231525847,,
AAADAAAA,,1042.4572830022494,,
AAADAADA,,1245.8380939374447,,
AAADAAIA,,687.6808967317605,,
AAADAAJA,,1547.2119634111966,,
AAADADAA,,1246.1557971028585,,
AAADADDA,,918.5733123338262,,
AAADADIA,,1095.691703891843,,
AAADADJA,,1214.3134321832251,,
AAADAIAA,,1022.7662643678246,,
AAADAIDA,,1033.9917733402162,,
AAADAIIA,,1068.9981431718602,,
AAADAIJA,,1628.811874518017,,
AAADAJAA,,521.010464197788,,
AAADAJDA,,1075.1977566936318,,
AAADAJIA,,1000.3704426878555,,
AAADAJJA,,518.511825652885,,
AAADDAAA,,1254.4747462221337,,
AAADDADA,,1230.8792049210176,,
AAADDAIA,,1363.982285986934,,
AAADDDAA,,901.2384245991934,,
AAADDDDA,,926.855483904999,,
AAADDDIA,,1292.6977562101288,,
AAADDDJA,,584.379542981503,,
AAADDIAA,,945.0511917274541,,
AAADDIDA,,1419.0949901611853,,
AAADDIIA,,804.1522479412439,,
AAADDIJA,,1484.332357711845,,
AAADDJAA,,-59.86635211098731,,
AAADDJDA,,1208.1568266815866,,
AAADDJIA,,1912.3356354357397,,
AAADIAAA,,1135.3047942704693,,
AAADIADA,,932.2785284679961,,
AAADIAIA,,1014.8327139646304,,
AAADIAJA,,766.2145951898516,,
AAADIDAA,,1029.9407501427518,,
AAADIDDA,,931.5347654647679,,
AAADIDIA,,1023.7780559449687,,
AAADIDJA,,910.706758029986,,
AAADIIAA,,871.1626485908895,,
AAADIIDA,,726.5407794454077,,
AAADIIIA,,986.286439415886,,
AAADIIJA,,641.6934005204325,,
AAADIJDA,,384.94393453523236,,
AAADIJIA,,990.3367849307797,,
AAADJADA,,1051.1728159719112,,
AAADJDAA,,1651.899216254455,,
AAADJDDA,,146.87652359524236,,
AAADJDIA,,825.115438049847,,
AAADJIAA,,527.725259171355,,
AAADJIDA,,720.0262685837737,,
AAADJIIA,,1448.089365376205,,
AAAIAAAA,,946.3543183765811,,
AAAIAADA,,467.35748040254526,,
AAAIAAIA,,868.5433145428317,,
AAAIAAJA,,1299.1527256905422,,
AAAIADAA,,792.6007882060034,,
AAAIADDA,,752.4138425700191,,
AAAIADIA,,999.8743830705239,,
AAAIADJA,,741.614006792221,,
AAAIAIAA,,1469.644040529433,,
AAAIAIDA,,1122.0424158878645,,
AAAIAIIA,,1320.933236522363,,
AAAIAIJA,,804.678758974669,,
AAAIAJAA,,1095.478895621553,,
AAAIAJDA,,978.7285845454036,,
AAAIAJIA,,1074.0656781977436,,
AAAIAJJA,,1104.4313651295179,,
AAAIDAAA,,1061.2886363492507,,
AAAIDADA,,773.0116306758275,,
AAAIDAIA,,1250.2673332983068,,
AAAIDAJA,,1090.9956928866266,,
AAAIDDAA,,630.4627709830484,,
AAAIDDDA,,792.1521012120845,,
AAAIDDIA,,829.9900157883848,,
AAAIDDJA,,692.946546627135,,
AAAIDIAA,,1008.6646129807066,,
AAAIDIDA,,1105.059881507559,,
AAAIDIIA,,1048.0704147561146,,
AAAIDIJA,,1039.2545606843744,,
AAAIDJAA,,439.9389886063924,,
AAAIDJDA,,1704.9414730965923,,
AAAIDJIA,,652.4465267601263,,
AAAIDJJA,,998.988559345001,,
AAAIIAAA,,1036.1204408136289,,
AAAIIADA,,1032.891476881963,,
AAAIIAIA,,665.0399089688897,,
AAAIIAJA,,747.361469657873,,
AAAIIDAA,,604.5599707917967,,
AAAIIDDA,,1326.8796915326066,,
AAAIIDIA,,1054.5495794788176,,
AAAIIDJA,,743.8964637967716,,
AAAIIIAA,,958.6240692718808,,
AAAIIIDA,,1081.3732016864906,,
AAAIIIIA,,412.2672213259821,,
AAAIIIJA,,884.3627845721646,,
AAAIIJDA,,913.1684651663749,,
AAAIIJIA,,820.8342393043172,,
AAAIIJJA,,434.1835095515865,,
AAAIJAAA,,1182.816498360154,,
AAAIJADA,,1108.1148979752102,,
AAAIJAIA,,1544.874902448896,,
AAAIJDDA,,963.7329286353634,,
AAAIJDIA,,915.042769288217,,
AAAIJIAA,,1054.5920416113752,,
AAAIJIDA,,1562.9471500599802,,
AAAIJIIA,,917.9475031445851,,
AAAIJIJA,,1163.9142148633093,,
AAAIJJAA,,925.811151055256,,
AAAIJJDA,,784.317827644649,,
AAAJAAAA,,510.747851909676,,
AAAJAADA,,423.2587071815187,,
AAAJAAIA,,780.732428345585,,
AAAJADAA,,662.0995776330495,,
AAAJADDA,,1854.265376534867,,
AAAJADIA,,563.275906202128,,
AAAJAIAA,,761.4634868557561,,
AAAJAIDA,,836.664382802438,,
AAAJAIIA,,1567.48536586948,,
AAAJAJJA,,1142.39117797116,,
AAAJDAAA,,914.4251807662015,,
AAAJDAIA,,805.3200901848558,,
AAAJDDDA,,-9.812416206414,,
AAAJDDIA,,404.6963529695315,,
AAAJDDJA,611.7615822375731,,,
AAAJDIJA,,442.278181239066,,
AAAJDJAA,,630.416134643628,,
AAAJDJJA,,1769.7046796444397,,
AAAJIAAA,,1230.285806486036,,
AAAJIADA,,1195.4385678295,,
AAAJIAIA,,71.186631885392,,
AAAJIDAA,,-375.420768337929,,
AAAJIDDA,,1273.814358241,,
AAAJIDIA,,180.58265595961566,,
AAAJIDJA,,472.43535701639007,,
AAAJIIDA,,1211.2798450222513,,
AAAJIIIA,,589.1120895095066,,
AAAJIIJA,,540.847344153462,,
AAAJJIAA,,2334.66289918834,,
AAAJJIDA,,1313.2281432855425,,
AAAJJIIA,,974.4379305315903,,
AADAAAAA,,677.5488324438584,,
AADAAADA,,743.6400626285191,,
AADAAAIA,,1115.313373304996,,
AADAAAJA,,2433.13061952269,,
AADAADAA,,1175.6899179276522,,
AADAADDA,,696.4831983085693,,
AADAADIA,,813.5217222176282,,
AADAADJA,,1271.118753645654,,
AADAAIAA,,780.3991642333959,,
AADAAIDA,,1084.543025281635,,
AADAAIIA,,901.9134009885071,,
AADAAIJA,,782.8722732758864,,
AADAAJAA,,850.4082328111848,,
AADAAJDA,,943.997112142503,,
AADAAJIA,,1196.9540118903356,,
AADADAAA,,1144.2241658984233,,
AADADADA,,973.7188878627221,,
AADADAIA,,994.8122881166962,,
AADADAJA,,897.732658153488,,
AADADDAA,,1076.057834855702,,
AADADDDA,,1127.217185617611,,
AADADDIA,,1147.8032968175594,,
AADADDJA,,1048.184014569708,,
AADADIAA,,910.292181346581,,
AADADIDA,,1200.1919509481872,,
AADADIIA,,661.5632154482937,,
AADADIJA,,1357.67683927297,,
AADADJAA,,1171.9468791599002,,
AADAIAAA,,934.5978794351325,,
AADAIADA,,937.1770350474809,,
AADAIAIA,,884.2009428012165,,
AADAIAJA,,870.659336654482,,
AADAIDAA,,971.0096630931469,,
AADAIDDA,,913.4975502574929,,
AADAIDIA,,1228.8094327031517,,
AADAIDJA,,499.1379243555115,,
AADAIIAA,,966.4212971262262,,
AADAIIDA,,1401.2311977486056,,
AADAIIIA,,704.4700715151586,,
AADAIIJA,,1352.2758566663733,,
AADAIJAA,,619.7101657090333,,
AADAIJDA,,1507.9570371179998,,
AADAIJIA,,1477.7105304275,,
AADAJAAA,,1064.0651986272487,,
AADAJADA,,882.1062931792164,,
AADAJAIA,,1291.5171680636593,,
AADAJAJA,,19.5212100337453,,
AADAJDAA,,1239.1688662735469,,
AADAJDDA,,1105.1551513936272,,
AADAJDIA,,1259.0887341372254,,
AADAJDJA,-151.83609844519,715.8917887471425,,
AADAJIAA,,1156.4386549701562,,
AADAJIDA,,1248.2156677186333,,
AADAJIIA,,1633.7065894992736,,
AADAJJIA,,-481.67197011286,,
AADDAAAA,,967.112546436605,,
AADDAADA,,756.0554556451667,,
AADDAAIA,,926.2613053828,,
AADDAAJA,,780.573674663087,,
AADDADAA,,837.858430552035,,
AADDADDA,,1239.9116982252349,,
AADDADIA,,892.7858221116132,,
AADDADJA,,993.6169615273966,,
AADDAIAA,,679.0794545573076,,
AADDAIDA,,1011.1581498096697,,
AADDAIIA,,1060.8327053285213,,
AADDAIJA,,1786.0242786683125,,
AADDAJAA,,1148.2779323836705,,
AADDAJDA,,495.47007373327705,,
AADDAJIA,,1128.19824537592,,
AADDAJJA,,266.86627796637197,,
AADDDAAA,,1072.7027880441271,,
AADDDADA,,909.8106007780784,,
AADDDAIA,,1437.1898224609156,,
AADDDAJA,,996.7381764380641,,
AADDDDAA,,1129.663570259062,,
AADDDDDA,,973.4856840055562,,
AADDDDIA,,1162.4905330469348,,
AADDDDJA,,1075.0281662592583,,
AADDDIAA,,1299.527342743803,,
AADDDIDA,,1226.2193494808166,,
AADDDIIA,,1166.4189189342972,,
AADDDIJA,,1175.7903931695494,,
AADDDJAA,,1415.74375013086,,
AADDDJDA,,1049.387537544702,,
AADDDJIA,,220.438330310882,,
AADDIAAA,,900.826005292339,,
AADDIADA,,1443.380648550695,,
AADDIAIA,,610.6822389105432,,
AADDIAJA,,1047.087842703247,,
AADDIDAA,,920.9750763718203,,
AADDIDDA,,855.442525023745,,
AADDIDIA,,899.0358105006526,,
AADDIDJA,,1044.3398851443585,,
AADDIIAA,,694.7880337721316,,
AADDIIDA,,1093.7894537013142,,
AADDIIIA,,1018.2800623062587,,
AADDIIJA,,750.8427827570293,,
AADDIJAA,,765.0095956150956,,
AADDIJDA,,1319.3304585051662,,
AADDIJIA,,1456.137533714209,,
AADDIJJA,,1202.131516883324,,
AADDJAAA,,438.0393805871013,,
AADDJADA,,750.5490954066089,,
AADDJAIA,,1026.5304322051081,,
AADDJAJA,,697.960043372898,,
AADDJDAA,,865.722733462431,,
AADDJDDA,,1258.2558643538562,,
AADDJDJA,,911.2975172663721,,
AADDJIAA,,1109.6240694282176,,
AADDJIDA,,957.1154742842933,,
AADDJIIA,,1250.07827961476,,
AADDJJDA,,239.566678987855,,
AADDJJIA,,1769.02415074391,,
AADIAAAA,,1241.139447843235,,
AADIAADA,,1065.4923948901326,,
AADIAAIA,,578.0555916896598,,
AADIAAJA,,1293.2392044347212,,
AADIADAA,,1239.582686080782,,
AADIADDA,,1000.4849098074546,,
AADIADIA,,967.4584170261212,,
AADIADJA,,1020.5711871559882,,
AADIAIAA,,1005.2843169502167,,
AADIAIDA,,1197.6831788359057,,
AADIAIIA,,1558.5674012194,,
AADIAIJA,,1012.2866168418208,,
AADIAJAA,,934.5247420012502,,
AADIAJDA,,630.53360009731,,
AADIAJIA,,625.9671719313891,,
AADIDAAA,,1131.7947321210459,,
AADIDADA,,996.9112683875176,,
AADIDAIA,,1091.6802403648912,,
AADIDAJA,,907.0702897707157,,
AADIDDAA,,993.3127594049921,,
AADIDDDA,,1081.4425839145963,,
AADIDDIA,,910.5771638886511,,
AADIDDJA,,1348.0419307418167,,
AADIDIAA,,970.1997761338156,,
AADIDIDA,,1003.5847453604734,,
AADIDIIA,,878.852461119695,,
AADIDIJA,,402.58622050156777,,
AADIDJAA,,869.9637604007403,,
AADIDJDA,,546.7859263014966,,
AADIDJIA,,1098.6904072845607,,
AADIDJJA,,1010.0233593800407,,
AADIIAAA,,729.2916086333504,,
AADIIADA,,1356.799069177541,,
AADIIAIA,,1013.4500452197194,,
AADIIAJA,,1142.2441655089337,,
AADIIDAA,,815.0841789385332,,
AADIIDDA,,1195.3441923245425,,
AADIIDIA,,947.195150609789,,
AADIIDJA,,1085.0814548618,,
AADIIIAA,,861.8170564134933,,
AADIIIDA,,1180.622987888227,,
AADIIIIA,,1055.296648807935,,
AADIIJAA,,701.828586723711,,
AADIIJDA,,1474.3033725215798,,
AADIIJIA,,987.794133973942,,
AADIIJJA,,725.498546922394,,
AADIJADA,,769.472605691806,,
AADIJAIA,,771.3693506423675,,
AADIJAJA,,898.5418972158051,,
AADIJDAA,,880.4477505863124,,
AADIJDDA,,1158.1015576461111,,
AADIJDIA,,1587.5235023339021,,
AADIJIAA,,1679.863287096675,,
AADIJIDA,,1410.985522020333,,
AADIJIIA,,936.3295815531891,,
AADIJJAA,,485.55542497758796,,
AADJAAAA,,959.6469650000221,,
AADJAADA,,938.4462335211199,,
AADJAAIA,,1236.1614183566892,,
AADJAAJA,,626.8643412844193,,
AADJADAA,,1145.5412399425195,,
AADJADDA,,950.0991320784881,,
AADJADIA,,1148.112218100279,,
AADJAIAA,,867.777205798071,,
AADJAIDA,,1323.90074494544,,
AADJAIIA,1337.88107670309,950.9218837021004,,
AADJAIJA,,1416.40540465194,,
AADJAJAA,,787.639245632154,,
AADJAJIA,,1112.7406467625003,,
AADJDAAA,,1332.213599079819,,
AADJDADA,,1131.36287087865,,
AADJDAJA,,989.23361080441,,
AADJDDAA,,669.8970209141844,,
AADJDDDA,,617.8564206333928,,
AADJDDIA,,1376.34312872738,,
AADJDDJA,,1093.8133775780198,,
AADJDIAA,,536.5285686873298,,
AADJDIDA,,634.4183056861435,,
AADJDIIA,,1032.7117930412203,,
AADJDIJA,,406.90175436878746,,
AADJDJAA,,1333.0030629229057,,
AADJDJDA,,819.5284427661679,,
AADJDJIA,,841.2951860875959,,
AADJIAAA,,1240.9817119665413,,
AADJIADA,,1120.690634438784,,
AADJIAIA,,874.4717126370724,,
AADJIAJA,,901.9107990316775,,
AADJIDAA,,824.0187374125011,,
AADJIDDA,,1045.072777776208,,
AADJIDIA,,931.70619579646,,
AADJIDJA,,833.869736626647,,
AADJIIAA,,1328.0856302913967,,
AADJIIDA,,1435.4868010730988,,
AADJIIIA,,1190.1715430016718,,
AADJIIJA,,733.76004612431,,
AADJIJDA,,1077.5998841683802,,
AADJIJIA,,86.8724715761994,,
AADJIJJA,,1127.82199334686,,
AADJJAAA,,1280.258719338916,,
AADJJADA,,801.0235330969381,,
AADJJAIA,,1055.9077310888974,,
AADJJAJA,,19.673669722383803,,
AADJJDAA,,1622.31806902521,,
AADJJDDA,,1260.4862340155835,,
AADJJIAA,,1012.9797440651621,,
AADJJIDA,,492.61506050360606,,
AADJJIIA,,748.9599094759865,,
AAIAAAAA,,1263.606494097912,,
AAIAAADA,,1182.2225335371538,,
AAIAAAIA,,847.6414993603292,,
AAIAAAJA,,721.8269148230652,,
AAIAADAA,,883.0866530116085,,
AAIAADDA,,1234.150461873998,,
AAIAADIA,,956.7232173458767,,
AAIAADJA,,1325.3057673397936,,
AAIAAIAA,,857.9601196168838,,
AAIAAIDA,,1529.2346143299335,,
AAIAAIIA,,785.8443282751675,,
AAIAAIJA,,1030.5857892493632,,
AAIAAJAA,,1172.8164790419842,,
AAIAAJDA,,916.7461123868741,,
AAIAAJIA,,784.9037273139483,,
AAIAAJJA,,361.492024631159,,
AAIADAAA,,903.5923615691041,,
AAIADADA,,843.1156981426614,,
AAIADAIA,,1108.9145924418435,,
AAIADAJA,,1151.1084543593622,,
AAIADDAA,,835.7845459458528,,
AAIADDDA,,1201.6538927395777,,
AAIADDIA,,965.1683557538523,,
AAIADDJA,,1451.810102065716,,
AAIADIAA,,1091.7955736670087,,
AAIADIDA,,935.4591697069229,,
AAIADIIA,,985.6678040162651,,
AAIADIJA,,742.0268699623696,,
AAIADJAA,,723.0075612156918,,
AAIADJDA,,859.2375906733431,,
AAIADJIA,,1008.5487319142372,,
AAIAIAAA,,1131.7564377452065,,
AAIAIADA,,849.705230621067,,
AAIAIAIA,,990.2052429869375,,
AAIAIAJA,,1153.4854789881108,,
AAIAIDAA,,1159.0615506005129,,
AAIAIDDA,,1016.6151297575018,,
AAIAIDIA,,822.1351890311939,,
AAIAIDJA,,1001.3994598419174,,
AAIAIIAA,,973.7789211206192,,
AAIAIIDA,,881.9576447312069,,
AAIAIIIA,,1046.2550607360533,,
AAIAIIJA,,1188.312451825587,,
AAIAIJAA,,408.3714441300022,,
AAIAIJDA,,1223.4084299527763,,
AAIAIJIA,,1185.75263697856,,
AAIAIJJA,,1573.922143916445,,
AAIAJAAA,,709.7310590550356,,
AAIAJADA,,887.3316813335766,,
AAIAJAIA,,940.5552083060351,,
AAIAJAJA,,1020.287139399612,,
AAIAJDAA,,1692.97562333014,,
AAIAJDDA,,1198.97527734216,,
AAIAJDIA,,781.1680809949424,,
AAIAJDJA,,855.1914592926505,,
AAIAJIAA,,971.6171415484754,,
AAIAJIDA,,884.5348616222584,,
AAIAJIIA,,739.523185989255,,
AAIAJIJA,,651.984535888157,,
AAIAJJAA,,954.3350965651399,,
AAIAJJIA,,1688.34118732589,,
AAIDAAAA,,991.834983991307,,
AAIDAADA,,1170.3977414793014,,
AAIDAAIA,,478.1797448623851,,
AAIDAAJA,,1369.5015588377837,,
AAIDADAA,,1505.2104375812332,,
AAIDADDA,,1057.9440430371344,,
AAIDADIA,,1636.0873644417761,,
AAIDADJA,,877.0457332398004,,
AAIDAIAA,,977.7829448189254,,
AAIDAIDA,,1348.3014417726356,,
AAIDAIIA,,793.4950917207628,,
AAIDAIJA,,998.8647045575613,,
AAIDAJAA,,465.74305891476797,,
AAIDAJDA,,1072.68337749841,,
AAIDAJIA,,1176.8159922678947,,
AAIDAJJA,,1000.886557296384,,
AAIDDAAA,,1325.4535622262167,,
AAIDDADA,,1204.3671416276761,,
AAIDDAIA,,1116.0459648596843,,
AAIDDAJA,,1304.7627140406569,,
AAIDDDAA,,738.9493814479216,,
AAIDDDDA,,1232.9180371661182,,
AAIDDDIA,,1141.3196733113725,,
AAIDDDJA,,791.0727363774989,,
AAIDDIAA,,1172.5668971623545,,
AAIDDIDA,,1066.663392849007,,
AAIDDIIA,,939.6019609465869,,
AAIDDIJA,,1294.93206844452,,
AAIDDJAA,,1406.9832327637298,,
AAIDDJDA,,1139.568570133229,,
AAIDDJIA,,729.0060907420632,,
AAIDDJJA,,-91.53321580331,,
AAIDIAAA,,865.2533342312779,,
AAIDIADA,,1180.3673577255352,,
AAIDIAIA,,1075.4025981036364,,
AAIDIAJA,,545.2030416721634,,
AAIDIDAA,,1195.8787638087204,,
AAIDIDDA,,784.7374899654018,,
AAIDIDIA,,957.0341445484668,,
AAIDIDJA,,1102.964093458737,,
AAIDIIAA,,1057.5755691021247,,
AAIDIIDA,,677.4013488031958,,
AAIDIIIA,,1296.4068129047766,,
AAIDIIJA,,524.0061039554025,,
AAIDIJAA,,1363.8006671474493,,
AAIDIJDA,,1123.1409081584654,,
AAIDJAAA,,1385.0501007116309,,
AAIDJADA,,786.4503460643095,,
AAIDJAIA,,950.9356867379223,,
AAIDJAJA,,425.009175399421,,
AAIDJDAA,,1091.9593571586934,,
AAIDJDDA,,1350.834988963884,,
AAIDJDIA,,280.269011134398,,
AAIDJDJA,,1401.12848021426,,
AAIDJIIA,,1146.2891526065239,,
AAIDJIJA,,1067.676900257187,,
AAIDJJAA,,749.3448955520561,,
AAIDJJDA,,1417.9214929458099,,
AAIIAAAA,,851.5978165278538,,
AAIIAADA,,1249.2300469071167,,
AAIIAAIA,,995.0496405711742,,
AAIIAAJA,,1724.182900343005,,
AAIIADAA,,1001.6287286627787,,
AAIIADDA,,811.7223596340067,,
AAIIADIA,,967.3588456393659,,
AAIIADJA,,-22.9011197920894,,
AAIIAIAA,,1044.2992571445552,,
AAIIAIDA,,872.1315061662783,,
AAIIAIIA,,1236.2519256006633,,
AAIIAIJA,,572.2181758335176,,
AAIIAJAA,,1083.972281895901,,
AAIIAJDA,,607.36951816363,,
AAIIAJIA,,1314.5302784897701,,
AAIIAJJA,,720.9706780464819,,
AAIIDAAA,,747.5842759572715,,
AAIIDADA,,658.1765874542896,,
AAIIDAIA,,944.5997642784965,,
AAIIDAJA,,942.651147025149,,
AAIIDDAA,,1029.90941936601,,
AAIIDDDA,,665.4554442849684,,
AAIIDDIA,,971.3181760604285,,
AAIIDDJA,,787.6016883270216,,
AAIIDIAA,,1313.0676020729136,,
AAIIDIDA,,965.7863784167663,,
AAIIDIIA,,913.719475171325,,
AAIIDIJA,,1559.7357798950552,,
AAIIDJAA,,1237.98221812392,,
AAIIDJDA,,1380.855174110166,,
AAIIDJJA,,866.375742758256,,
AAIIIAAA,,1096.482951472876,,
AAIIIADA,,805.2996943910601,,
AAIIIAIA,,688.1583764169507,,
AAIIIAJA,,725.084524789655,,
AAIIIDAA,,1100.089969123407,,
AAIIIDDA,,984.5432246068287,,
AAIIIDIA,,1216.9848154671022,,
AAIIIDJA,,1133.9104225306241,,
AAIIIIAA,,1183.0245904391224,,
AAIIIIDA,,1297.4239379422374,,
AAIIIIIA,,1220.4931320520498,,
AAIIIJAA,,236.93450582725308,,
AAIIIJDA,,886.0470383052607,,
AAIIIJIA,,704.4807863059153,,
AAIIIJJA,,555.39578081663,,
AAIIJAAA,,1164.7316690815655,,
AAIIJADA,,121.967182148958,,
AAIIJAIA,,879.7394461989567,,
AAIIJAJA,,1740.3194983389149,,
AAIIJDAA,,965.6993503020379,,
AAIIJDDA,,345.617518573424,,
AAIIJDJA,,1274.00217394967,,
AAIIJIAA,,860.6459303211817,,
AAIIJIDA,,1538.536827417157,,
AAIIJIIA,,350.01775024557503,,
AAIIJIJA,,1396.17269020327,,
AAIIJJAA,,861.6083610129616,,
AAIJAAAA,,739.871373382635,,
AAIJAADA,,1370.96133184519,,
AAIJAAIA,,710.4603803227944,,
AAIJADAA,,1135.210300517984,,
AAIJADDA,,789.4193719221123,,
AAIJADIA,,558.1761227156467,,
AAIJAIAA,,909.9575761155014,,
AAIJAIDA,,1168.0618306567085,,
AAIJAIIA,,2105.5628184061666,,
AAIJAIJA,,413.50655348052254,,
AAIJAJAA,,1478.818606808165,,
AAIJAJDA,,234.911840971012,,
AAIJAJIA,,513.1181373089737,,
AAIJAJJA,,453.8872543471601,,
AAIJDAAA,,1446.0791174497563,,
AAIJDADA,,751.6170169650725,,
AAIJDAIA,,833.0781431078144,,
AAIJDDAA,,722.4010594332473,,
AAIJDDDA,,1014.3195159479318,,
AAIJDDIA,,1338.6880155566214,,
AAIJDDJA,,355.56261749852797,,
AAIJDIAA,,633.985747823835,,
AAIJDIDA,,954.9799920028414,,
AAIJDIIA,,983.6776384931244,,
AAIJDJAA,,1129.379616556451,,
AAIJDJIA,,1571.469243284626,,
AAIJIAAA,,555.0634090045018,,
AAIJIADA,,980.1101509811087,,
AAIJIAIA,,698.3740945952366,,
AAIJIAJA,,582.4319867439759,,
AAIJIDAA,,845.5059738633341,,
AAIJIDDA,,1010.8193370458628,,
AAIJIDIA,,1267.3193199098625,,
AAIJIDJA,,2623.82808774267,,
AAIJIIAA,,1467.458755223852,,
AAIJIIDA,,613.2038858667594,,
AAIJIIIA,,1019.3560849531058,,
AAIJIIJA,,1020.7935037916659,,
AAIJIJAA,,1097.728323352746,,
AAIJIJIA,,480.538813502231,,
AAIJIJJA,,974.60450462258,,
AAIJJAAA,,1246.0160941155482,,
AAIJJADA,,185.14606006381302,,
AAIJJAJA,,-541.747545809832,,
AAIJJDAA,,1414.1702067256151,,
AAIJJDDA,,842.421805708369,,
AAIJJIDA,,128.730312189137,,
AAIJJIIA,,716.3110213522621,,
AAJAAAAA,,1626.3672018674151,,
AAJAADAA,,1016.3383741702246,,
AAJAADDA,,726.5058584431223,,
AAJAADIA,,1124.47233721912,,
AAJAADJA,,1449.70331885603,,
AAJAAIAA,,712.4186457908954,,
AAJAAIDA,,1421.7949015078239,,
AAJAAIIA,,1285.0932088148465,,
AAJAAIJA,,736.2315573675278,,
AAJAAJAA,,877.51900723108,,
AAJAAJDA,,1206.1869406521976,,
AAJAAJIA,,373.060496558814,,
AAJAAJJA,,342.886619335315,,
AAJADAAA,,807.7544701787729,,
AAJADADA,,1606.456578631235,,
AAJADAIA,,1217.492364078118,,
AAJADAJA,,1169.1707715279902,,
AAJADDAA,,978.3192028113056,,
AAJADDDA,,980.9713416895288,,
AAJADDIA,,1005.9165938234964,,
AAJADDJA,,677.610938437339,,
AAJADIAA,,1344.2760909438998,,
AAJADIDA,,816.1513074837391,,
AAJADIIA,,1109.050005468442,,
AAJADIJA,,1189.8879214679598,,
AAJADJAA,,295.622336516616,,
AAJADJDA,,1261.8087775977594,,
AAJADJIA,,732.455251723694,,
AAJADJJA,,518.092851797634,,
AAJAIAAA,,1621.938708640115,,
AAJAIADA,,1096.4030438652062,,
AAJAIAIA,,1185.6521224339251,,
AAJAIDAA,,1182.9123998847658,,
AAJAIDDA,,969.9850461553522,,
AAJAIDIA,,796.6352264308962,,
AAJAIIAA,,1084.9737251269494,,
AAJAIIDA,,1192.7515453756303,,
AAJAIIIA,,730.9965941295794,,
AAJAIIJA,,1126.7299441008802,,
AAJAIJAA,,1871.49172466693,,
AAJAIJDA,,1031.7002190953626,,
AAJAJAIA,,1655.77786447168,,
AAJAJAJA,,755.886462057785,,
AAJAJDDA,,497.19844148910795,,
AAJAJDIA,,2691.74557637048,,
AAJAJDJA,,1107.0135904231352,,
AAJAJIAA,,1601.3703379431363,,
AAJAJIDA,,2741.98900373311,,
AAJAJIIA,,1305.317007639195,,
AAJAJIJA,,-793.144834219118,,
AAJAJJDA,,634.6580219749285,,
AAJAJJIA,,1409.7181580199601,,
AAJDAAAA,,456.57755110661685,,
AAJDAADA,,1425.21689700796,,
AAJDAAIA,,1962.3091138516897,,
AAJDADAA,,970.4428637774981,,
AAJDADDA,,1425.903365281455,,
AAJDADIA,,668.5850940478266,,
AAJDADJA,,625.7815196124757,,
AAJDAIAA,,1474.2104756667898,,
AAJDAIDA,,1027.728483195002,,
AAJDAIIA,,1226.6468283574459,,
AAJDAIJA,,732.3456591959907,,
AAJDAJAA,,3129.2167492345097,,
AAJDAJDA,,861.089893988382,,
AAJDAJIA,,-26.871350484211696,,
AAJDAJJA,,614.27281472755,,
