"Fecha_Pago";"ID";"Pago";"Gastos";"Intereses";"Fecha_Inicio";"Deuda"
"2020-10-01 12:03:51";27075116;62,2;25,66;18,1;"2020-09-01";105,89
"2020-09-24 11:05:27";27022479;50,16;0;0;"2019-09-29";50,16
"2020-09-05 05:05:06";27036946;0;0;2;"2019-12-01";10254,84
"2020-09-24 11:05:27";27076367;88,45;0;120,45;"2020-06-27";6670,69
"2020-09-24 11:05:27";27022132;1364,24;0;87,76;"2020-06-27";3549,23
"2020-09-03 05:05:05";27001494;0;0,53;0;"2020-02-01";42447,03
"2020-09-17 05:05:32";27074693;22,5;0;0;"2020-05-01";20906,52
"2020-09-05 05:05:06";27032276;9852,5;0;0;"2020-07-05";9852,5
"2020-09-03 05:05:05";27032276;300;0;0;"2020-07-05";9852,5
"2020-10-01 12:03:51";27076768;58,6;2,25;37,4;"2020-09-01";98,19
"2020-09-24 11:05:27";27076149;32,07;0,46;0;"2020-09-01";1,56
"2020-09-17 13:11:21";27076968;44,26;0;0;"2017-07-14";44,26
"2020-09-27 05:05:30";27061012;41,76;0,56;0,64;"2020-08-01";143,1
"2020-09-27 05:05:30";27061012;97,29;2,93;0;"2020-08-01";143,1
"2020-09-12 05:05:32";27137946;50;0;0;"2020-09-01";198,02
"2020-10-01 12:03:51";27075314;242,51;0;0;"2020-08-06";242,51
"2020-09-04 05:05:04";27038567;3083,34;0;0;"2020-07-31";3079,49
"2020-09-27 05:05:30";27151451;0,4;0;0;"2020-09-20";8,15
"2020-09-27 05:05:30";27151451;1,3;0;0;"2020-09-20";8,15
"2020-09-27 05:05:30";27151451;2,1;0;0;"2020-09-20";8,15
"2020-09-27 05:05:30";27151451;2,15;0;0;"2020-09-20";8,15
"2020-09-27 05:05:30";27151451;2,2;0;0;"2020-09-20";8,15
"2020-09-24 11:05:27";27076150;31,63;0,04;0;"2020-09-01";31,63
"2020-09-18 10:32:14";27053039;152,64;1,73;19,63;"2020-09-01";173,89
"2020-10-01 10:10:32";27074700;636,24;-23,8;78,61;"2020-09-01";714,85
"2020-10-01 12:03:51";27076556;33,13;0;0;"2020-09-01";33,13
"2020-09-11 05:05:31";27031273;299,88;0;0,12;"2019-11-01";7084,99
"2020-09-06 05:05:04";27031273;1637,19;0;26,12;"2019-11-01";0
"2020-10-01 12:03:51";27076160;329,42;0;0;"2020-09-01";97,35
"2020-09-11 05:05:31";27055085;34;0;0;"2020-09-01";34
"2020-10-01 12:03:51";27076158;57,48;0;0;"2020-09-01";57,48
"2020-09-27 05:05:30";27107915;45,6;0;0;"2020-04-01";5171,89
"2020-09-26 05:05:34";27107915;4,82;0;35,74;"2020-04-01";5217,07
"2020-09-24 11:05:27";27107915;1,23;0;20,67;"2020-04-01";5257,27
"2020-09-23 17:33:18";27107915;0,06;0;50,26;"2020-04-01";5277,94
"2020-09-23 16:56:04";27107915;0,56;0;0,44;"2020-04-01";5328,2
"2020-09-20 05:05:34";27107915;0,73;0;60,79;"2020-04-01";5328,64
"2020-09-18 10:32:14";27107915;0,43;0;74,04;"2020-04-01";5389,43
"2020-09-17 13:11:21";27107915;0,37;0;42,34;"2020-04-01";5463,47
"2020-09-17 05:05:32";27107915;0,62;0;26,94;"2020-04-01";5505,81
"2020-09-11 05:05:31";27107915;11,79;0;7,01;"2020-04-01";5584,49
"2020-09-17 05:05:32";27038414;760;0;0;"2020-02-01";7656,32
"2020-09-06 05:05:04";27038414;1888,98;0;1211,02;"2020-02-01";8416,32
"2020-10-06 18:05:54";27074916;162,41;0;62,59;"2020-03-01";30702,67
"2020-09-24 11:05:27";27076148;60,52;0;0;"2020-01-31";60,52
"2020-09-17 05:05:32";27074500;94,92;-33,93;41,24;"2020-09-01";136,16
"2020-09-18 10:32:14";27055158;158,22;1,29;0;"2020-09-01";159,41
"2020-09-27 05:05:30";27074090;2,38;0,03;0;"2020-09-01";2,4
"2020-09-12 05:05:32";27074090;34,81;0,19;0;"2020-09-01";2,38
"2020-09-20 05:05:34";27075932;2,59;-35;0;"2018-06-01";204,91
"2020-09-20 05:05:34";27075932;8,11;8,11;0;"2018-06-01";204,91
"2020-09-20 05:05:34";27075932;89,72;-24,99;2,05;"2018-06-01";204,91
"2020-09-20 05:05:34";27075932;90,74;-17,94;1,03;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;73,25;-6,38;18,52;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;74,07;-7,41;17,69;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;74,92;-8,47;16,85;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;75,77;-9,53;16;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;76,62;-10,55;15,14;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;77,5;-11,61;14,27;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;78,37;-12,64;13,39;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;79,25;-13,7;12,51;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;80,16;-14,76;11,61;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;81,07;-15,72;10,7;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;81,98;-16,78;9,78;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;82,92;-17,8;8,85;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;83,85;-18,86;7,91;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;84,81;-19,89;6,96;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;85,76;-20,95;6;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;86,12;10,91;3,05;"2018-06-01";204,83
"2020-09-17 05:05:32";27075932;86,74;-22,01;5,03;"2018-06-01";204,91
"2020-09-17 05:05:32";27075932;87,72;-23,03;4,04;"2018-06-01";204,91
"2020-10-01 12:03:51";27075944;111,8;0;0;"2019-10-11";111,8
"2020-10-01 12:03:51";27075720;73,26;1,18;3,12;"2020-05-01";77,56
"2020-09-11 05:05:31";27076781;401,22;0;0;"2020-09-01";30,56
"2020-10-01 10:10:32";27076156;168,02;0,95;0;"2020-03-01";1872,34
"2020-09-24 11:05:27";27076156;78,72;32,76;17,57;"2020-03-01";2035,91
"2020-09-23 16:56:04";27076156;190,27;-34,79;0;"2020-03-01";1217,77
"2020-09-23 16:56:04";27076156;82,04;0,31;0;"2020-03-01";2162,67
"2020-09-18 10:32:14";27076156;115,29;1,09;0;"2020-03-01";2429,13
"2020-09-24 11:05:27";27054991;54,45;0,06;0;"2020-09-01";54,45
"2020-10-02 13:25:30";27074902;83,4;0;0,23;"2020-09-01";30,58
"2020-10-02 13:25:30";27075945;0;0,23;20,96;"2020-09-01";20,96
"2020-09-17 13:11:21";27109562;31,5;-34,52;29,19;"2020-09-01";60,69
"2020-09-10 05:05:33";27054952;106,79;0;0;"2020-09-01";106,79
"2020-09-18 10:32:14";27140645;122,3;0;0;"2020-08-21";122,3
"2020-09-27 05:05:30";27077137;370,32;0;0,05;"2020-09-01";320,46
"2020-09-24 11:05:27";27085380;282,35;12,16;8,76;"2020-09-01";303,11
"2020-09-27 05:05:30";27146534;0;3,78;64,66;"2020-08-15";230,35
"2020-10-01 12:03:51";27072856;63,31;2,31;4,23;"2020-08-01";57,73
"2020-10-01 12:03:51";27072856;119,83;4,88;5,44;"2020-08-01";57,73
"2020-09-27 05:05:30";27037546;349,99;90;212,72;"2020-01-01";386,67
"2020-09-26 05:05:34";27037546;698,75;12,06;39,19;"2020-01-01";386,67
"2020-09-26 05:05:34";27075324;89,04;0;1,23;"2020-09-01";62,93
"2020-09-18 10:32:14";27140648;108,44;2,74;28,29;"2020-08-10";139,47
"2020-09-24 11:05:27";27076123;24;0,33;0;"2020-09-01";24,32
"2020-10-02 13:25:30";27074468;43,21;0;0,34;"2020-09-01";43,55
"2020-09-11 05:05:31";27076098;545;0;0;"2018-03-28";940,22
"2020-09-20 05:05:34";27084331;79,97;0,3;0;"2020-09-01";80,22
"2020-09-10 05:05:33";27076535;5;0,06;14,13;"2020-09-01";19,18
"2020-09-24 11:05:27";27076536;24;0,33;0;"2020-09-01";24,32
"2020-09-17 05:05:32";27076518;177,04;8,84;20,12;"2020-09-01";205,87
"2020-09-24 11:05:27";27076925;24;0,03;0;"2020-09-01";24
"2020-09-24 11:05:27";27139719;24;0,03;0;"2020-09-01";24
"2020-09-27 05:05:30";27076941;46,3;10,07;5,7;"2020-08-01";122,9
"2020-09-27 05:05:30";27076941;55,36;0,9;4,64;"2020-08-01";122,9
"2020-09-18 10:32:14";27052001;34;0;0;"2020-09-01";34
"2020-09-24 11:05:27";27075090;46,98;0,05;0;"2020-09-01";46,98
"2020-10-01 12:03:51";27076362;0,12;0;0;"2020-09-01";0,12
"2020-09-17 05:05:32";27076743;0;0,9;112,38;"2020-09-01";112,38
"2020-09-11 05:05:31";27075076;48,69;0;0;"2018-11-09";222,82
"2020-09-17 13:11:21";27075704;34;0;0;"2020-09-01";34
"2020-09-26 05:05:34";27075682;25,81;0;21,66;"2020-09-01";47,47
"2020-09-24 11:05:27";27075499;24;0,03;0;"2020-09-01";24
"2020-09-17 13:11:21";27075705;188,16;0;0;"2020-07-23";188,16
"2020-09-09 12:05:15";27053207;62,99;0,2;58,39;"2020-09-01";121,38
"2020-10-01 12:03:51";27074466;65,52;0,08;45,33;"2020-09-01";110,85
"2020-09-24 11:05:27";27074467;24;0,03;0;"2020-09-01";24
"2020-09-11 05:05:31";27074254;297,76;0;0;"2020-08-01";297,76
"2020-09-24 11:05:27";27075906;24;0,03;0;"2020-09-01";24
"2020-09-10 05:05:33";27076322;0;0,36;4,37;"2020-06-01";254,65
"2020-09-14 17:47:18";27076322;106,76;0;3,99;"2020-06-01";250,08
"2020-09-14 17:47:18";27076322;107,76;0,7;30,87;"2020-06-01";250,08
"2020-10-02 13:25:30";27074907;14,74;0,29;0;"2020-08-01";137,13
"2020-10-02 13:25:30";27074907;102,9;2,18;17,1;"2020-08-01";137,13
"2020-09-20 05:05:34";27077345;78,69;5,12;22,44;"2020-09-01";106,18
"2020-09-17 13:11:21";27075908;39,97;0;0;"2020-09-01";39,97
"2020-10-02 13:25:30";27074666;40,98;0;0;"2019-01-01";40,98
"2020-09-11 05:05:31";27076319;852,33;0;0;"2019-03-01";31,33
"2020-10-01 10:10:32";27076111;34;0;0;"2020-09-01";34
"2020-09-27 05:05:30";27075699;56,17;1,96;0,8;"2020-08-01";116,69
"2020-09-27 05:05:30";27075699;56,43;0,86;0,54;"2020-08-01";116,69
"2020-09-24 11:05:27";27139712;24;0,03;0;"2020-09-01";24
"2020-09-17 05:05:32";27076542;48,56;0,43;0;"2020-09-01";48,96
"2020-10-01 12:03:51";27077335;0,36;0;0;"2020-07-01";10,94
"2020-10-01 12:03:51";27077335;10,12;0,07;0,39;"2020-07-01";10,94
"2020-09-12 05:05:32";27077335;9,16;0,43;0;"2020-07-01";10,93
"2020-09-12 05:05:32";27077335;9,58;0,26;0,57;"2020-07-01";10,93
"2020-09-12 05:05:32";27075912;0,64;0;0;"2020-08-01";60,94
"2020-09-12 05:05:32";27075912;50,32;0,3;9,68;"2020-08-01";60,94
"2020-10-01 12:03:51";27074261;575;0;0;"2020-07-27";276,8
"2020-09-06 05:05:04";27053016;86,68;0,1;5,88;"2020-09-01";92,56
"2020-09-18 10:32:14";27075691;5;0,06;20,46;"2020-08-01";25,52
"2020-09-12 05:05:32";27075691;0;0,09;2,79;"2020-08-01";25,46
"2020-09-12 05:05:32";27075691;2,11;0,01;0;"2020-08-01";25,46
"2020-09-24 11:05:27";27075913;43,16;4,69;2,84;"2020-09-01";50,66
"2020-09-12 05:05:32";27076107;66,45;0,5;19,94;"2020-09-01";86,39
"2020-10-01 12:03:51";27074669;93,64;0,56;6,36;"2020-09-01";100,56
"2020-09-24 11:05:27";27076748;1322,58;0;0;"2020-07-01";173,92
"2020-09-09 12:05:15";27053109;384,54;-33,29;123,63;"2020-09-01";508,17
"2020-09-23 16:56:04";27144900;81,38;0;0;"2020-08-14";81,38
"2020-09-06 05:05:04";27053264;52,3;0,01;0;"2020-09-01";52,3
"2020-09-24 11:05:27";27074279;45,63;0,05;0;"2020-09-01";45,63
"2020-09-03 05:05:05";27032082;75,16;0;0;"2020-06-03";75,16
"2020-09-24 11:05:27";27075287;345,76;5,82;44,02;"2020-08-01";98,58
"2020-09-24 11:05:27";27076937;0;97,83;0;"2020-01-01";97,77
"2020-09-18 10:32:14";27077341;1080,24;6,63;0;"2020-09-01";1086,45
"2020-10-01 12:03:51";27085588;150;7,61;0;"2020-09-01";157,52
"2020-09-23 16:56:04";27076115;610,04;0;0;"2020-02-25";1063,1
"2020-09-20 05:05:34";27076115;1282,65;0;0;"2020-02-25";1120,55
"2020-09-24 11:05:27";27076135;52,03;0,06;0;"2020-09-01";52,03
"2020-09-24 11:05:27";27077344;47,07;0,05;0;"2020-09-01";47,07
"2020-09-18 10:32:14";27074460;50,84;0,27;0;"2020-08-01";51,11
"2020-09-10 05:05:33";27030487;10,91;0,02;0;"2020-08-01";31,02
"2020-09-10 05:05:33";27030487;12,07;0,09;7,93;"2020-08-01";31,02
"2020-09-09 12:05:15";27030487;0,94;0,44;8,15;"2020-08-01";31
"2020-10-02 13:25:30";27076737;0;1,94;0;"2020-08-01";209,62
"2020-10-02 13:25:30";27076737;79,72;5,95;18,26;"2020-08-01";209,62
"2020-10-02 13:25:30";27076737;84,66;1,85;17,37;"2020-08-01";209,62
"2020-09-12 05:05:32";27031565;134,95;0;0;"2019-04-12";134,95
"2020-09-06 05:05:04";27052161;200;9,39;0;"2020-09-01";209,26
"2020-10-02 13:25:30";27037590;0;146,15;0;"2019-11-01";2335,16
"2020-10-02 13:25:30";27037590;13,17;0,68;0;"2019-11-01";2335,16
"2020-09-09 12:05:15";27039763;0;41,43;33,57;"2018-12-01";5341,04
"2020-10-06 18:05:54";27074288;63;0;0;"2019-08-26";809,63
"2020-09-20 05:05:34";27074288;20,8;0;0;"2019-08-26";809,63
"2020-10-02 13:25:30";27147624;284,21;0;0;"2020-08-29";568,83
"2020-09-24 11:05:27";27075708;11,98;0,24;0;"2020-01-25";12,21
"2020-09-17 05:05:32";27074071;7,59;0,05;0,09;"2020-09-01";7,72
"2020-09-17 05:05:32";27076548;57,63;0,51;0;"2020-09-01";58,1
"2020-10-01 12:03:51";27074475;0,22;0;0;"2020-08-30";25,69
"2020-10-01 12:03:51";27074475;3,71;0;0;"2020-08-30";25,69
"2020-10-01 12:03:51";27074475;5,44;0;0;"2020-08-30";25,69
"2020-10-01 12:03:51";27074475;5,44;0;0;"2020-08-30";25,69
"2020-10-01 12:03:51";27074475;5,44;0;0;"2020-08-30";25,69
"2020-10-01 12:03:51";27074475;5,44;0;0;"2020-08-30";25,69
"2020-10-01 10:10:32";27076338;452,67;0;0;"2019-05-20";506,58
"2020-09-11 05:05:31";27076338;300;0;0;"2019-05-20";649,25
"2020-09-24 11:05:27";27076124;51,76;1,21;0;"2020-08-01";35,31
